caseid,task,user,end_timestamp,start_timestamp,Activity,Resource,@@startevent_concept:name,@@startevent_org:resource,@@startevent_Activity,@@startevent_Resource,@@duration
Case230,Round Grinding,ID4160,2012-02-23 16:46:00.000000,2012-02-23 13:56:00.000000,Round Grinding,ID4160,Round Grinding,ID4160,Round Grinding,ID4160,10200.0
Case230,Round Grinding,ID4160,2012-02-23 17:50:00.000000,2012-02-23 16:50:00.000000,Round Grinding,ID4160,Round Grinding,ID4160,Round Grinding,ID4160,3600.0
Case230,Round Grinding,ID4160,2012-02-23 23:00:00.000000,2012-02-23 17:50:00.000000,Round Grinding,ID4160,Round Grinding,ID4160,Round Grinding,ID4160,18600.0
Case230,Final Inspection Q.C.,ID4618,2012-02-27 18:06:00.000000,2012-02-27 14:51:00.000000,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,11700.0
Case230,Final Inspection Q.C.,ID4618,2012-02-27 21:19:00.000000,2012-02-27 21:16:00.000000,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,180.0
Case230,Packing,ID4820,2012-02-28 08:00:00.000000,2012-02-28 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case230,Fix,ID4445,2012-02-28 20:38:00.000000,2012-02-28 20:19:00.000000,Fix,ID4445,Fix,ID4445,Fix,ID4445,1140.0
Case230,Fix,ID4445,2012-02-28 22:53:00.000000,2012-02-28 20:38:00.000000,Fix,ID4445,Fix,ID4445,Fix,ID4445,8100.0
Case230,Final Inspection Q.C.,ID4618,2012-02-29 00:51:00.000000,2012-02-28 23:45:00.000000,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,3960.0
Case230,Packing,ID4820,2012-02-29 08:00:00.000000,2012-02-29 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case230,Final Inspection Q.C.,ID4618,2012-02-29 22:09:00.000000,2012-02-29 16:20:00.000000,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,Final Inspection Q.C.,ID4618,20940.0
Case230,End,End,2012-02-29 22:09:00.000001,2012-02-29 22:09:00.000001,,,,,,,
Case231,Start,Start,2012-01-12 19:24:59.999999,2012-01-12 19:24:59.999999,,,,,,,
Case231,Lapping,ID0998,2012-01-12 22:27:00.000000,2012-01-12 19:25:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,10920.0
Case231,Round Grinding,ID4355,2012-01-15 21:26:00.000000,2012-01-15 17:52:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,12840.0
Case231,Round Grinding,ID4355,2012-01-15 23:09:00.000000,2012-01-15 21:27:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,6120.0
Case231,Round Grinding,ID4385,2012-01-16 06:38:00.000000,2012-01-15 23:18:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,26400.0
Case231,Round Grinding,ID4528,2012-01-16 11:33:00.000000,2012-01-16 06:34:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,17940.0
Case231,Round Grinding,ID4163,2012-01-18 19:50:00.000000,2012-01-18 16:42:00.000000,Round Grinding,ID4163,Round Grinding,ID4163,Round Grinding,ID4163,11280.0
Case231,Round Grinding,ID4163,2012-01-18 23:08:00.000000,2012-01-18 20:20:00.000000,Round Grinding,ID4163,Round Grinding,ID4163,Round Grinding,ID4163,10080.0
Case231,Round Grinding,ID4163,2012-01-19 16:30:00.000000,2012-01-19 16:00:00.000000,Round Grinding,ID4163,Round Grinding,ID4163,Round Grinding,ID4163,1800.0
Case231,Final Inspection Q.C.,ID4163,2012-01-19 17:00:00.000000,2012-01-19 16:30:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,1800.0
Case231,Round Grinding,ID4163,2012-01-19 23:18:00.000000,2012-01-19 20:20:00.000000,Round Grinding,ID4163,Round Grinding,ID4163,Round Grinding,ID4163,10680.0
Case231,Final Inspection Q.C.,ID4163,2012-01-22 22:10:00.000000,2012-01-22 21:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,4200.0
Case231,Final Inspection Q.C.,ID4163,2012-01-22 22:49:00.000000,2012-01-22 21:40:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,4140.0
Case231,Packing,ID4291,2012-01-23 08:00:00.000000,2012-01-23 07:00:00.000000,Packing,ID4291,Packing,ID4291,Packing,ID4291,3600.0
Case231,Final Inspection Q.C.,ID4163,2012-01-23 14:30:00.000000,2012-01-23 14:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,1800.0
Case231,Final Inspection Q.C.,ID4163,2012-01-23 15:10:00.000000,2012-01-23 14:30:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,2400.0
Case231,End,End,2012-01-23 15:10:00.000001,2012-01-23 15:10:00.000001,,,,,,,
Case232,Start,Start,2012-01-03 14:00:59.999999,2012-01-03 14:00:59.999999,,,,,,,
Case232,Turning & Milling Q.C.,ID4493,2012-01-03 14:06:00.000000,2012-01-03 14:01:00.000000,Turning & Milling Q.C.,ID4493,Turning & Milling Q.C.,ID4493,Turning & Milling Q.C.,ID4493,300.0
Case232,Turning & Milling,ID4429,2012-01-03 15:19:00.000000,2012-01-03 14:04:00.000000,Turning & Milling,ID4429,Turning & Milling,ID4429,Turning & Milling,ID4429,4500.0
Case232,Laser Marking,ID4872,2012-01-03 15:25:00.000000,2012-01-03 14:10:00.000000,Laser Marking,ID4872,Laser Marking,ID4872,Laser Marking,ID4872,4500.0
Case232,Lapping,ID4528,2012-01-10 00:14:00.000000,2012-01-09 23:29:00.000000,Lapping,ID4528,Lapping,ID4528,Lapping,ID4528,2700.0
Case232,Round Grinding,ID4528,2012-01-11 22:05:00.000000,2012-01-11 21:05:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,3600.0
Case232,Round Grinding,ID4528,2012-01-12 00:43:00.000000,2012-01-11 22:06:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,9420.0
Case232,Round Grinding,ID4528,2012-01-12 19:34:00.000000,2012-01-12 13:53:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,20460.0
Case232,Lapping,ID4528,2012-01-12 19:53:00.000000,2012-01-12 19:34:00.000000,Lapping,ID4528,Lapping,ID4528,Lapping,ID4528,1140.0
Case232,Round Grinding,ID4528,2012-01-12 20:59:00.000000,2012-01-12 19:53:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,3960.0
Case232,Round Grinding,ID4528,2012-01-12 22:43:00.000000,2012-01-12 20:59:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,6240.0
Case232,Round Grinding,ID4528,2012-01-15 06:54:00.000000,2012-01-15 04:46:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,7680.0
Case232,Round Grinding,ID4528,2012-01-15 07:25:00.000000,2012-01-15 06:55:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,1800.0
Case232,Round Grinding,ID4528,2012-01-15 13:40:00.000000,2012-01-15 07:26:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,22440.0
Case232,Round Grinding,ID4528,2012-01-16 06:32:00.000000,2012-01-16 03:02:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,12600.0
Case232,Round Grinding,ID4528,2012-01-16 13:55:00.000000,2012-01-16 12:20:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,5700.0
Case232,Round Grinding,ID4528,2012-01-17 06:50:00.000000,2012-01-17 03:14:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,12960.0
Case232,Final Inspection Q.C.,ID4493,2012-01-18 00:00:00.000000,2012-01-17 20:00:00.000000,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,14400.0
Case232,Packing,ID4820,2012-01-18 08:00:00.000000,2012-01-18 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case232,Final Inspection Q.C.,ID4493,2012-01-18 19:09:00.000000,2012-01-18 19:08:00.000000,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,Final Inspection Q.C.,ID4493,60.0
Case232,End,End,2012-01-18 19:09:00.000001,2012-01-18 19:09:00.000001,,,,,,,
Case233,Start,Start,2012-01-03 17:59:59.999999,2012-01-03 17:59:59.999999,,,,,,,
Case233,Turn & Mill. & Screw Assem,ID4641,2012-01-03 23:00:00.000000,2012-01-03 18:00:00.000000,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,18000.0
Case233,Turn & Mill. & Screw Assem,ID3846,2012-01-04 03:24:00.000000,2012-01-03 22:55:00.000000,Turn & Mill. & Screw Assem,ID3846,Turn & Mill. & Screw Assem,ID3846,Turn & Mill. & Screw Assem,ID3846,16140.0
Case233,Turn & Mill. & Screw Assem,ID3846,2012-01-04 06:41:00.000000,2012-01-04 03:25:00.000000,Turn & Mill. & Screw Assem,ID3846,Turn & Mill. & Screw Assem,ID3846,Turn & Mill. & Screw Assem,ID3846,11760.0
Case233,Turn & Mill. & Screw Assem,ID4932,2012-01-04 11:34:00.000000,2012-01-04 07:04:00.000000,Turn & Mill. & Screw Assem,ID4932,Turn & Mill. & Screw Assem,ID4932,Turn & Mill. & Screw Assem,ID4932,16200.0
Case233,Turning & Milling Q.C.,ID4287,2012-01-05 00:04:00.000000,2012-01-04 21:30:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,9240.0
Case233,Laser Marking,ID0998,2012-01-05 18:45:00.000000,2012-01-05 18:23:00.000000,Laser Marking,ID0998,Laser Marking,ID0998,Laser Marking,ID0998,1320.0
Case233,Flat Grinding,ID0998,2012-01-05 21:51:00.000000,2012-01-05 19:28:00.000000,Flat Grinding,ID0998,Flat Grinding,ID0998,Flat Grinding,ID0998,8580.0
Case233,Turn & Mill. & Screw Assem,ID4641,2012-01-08 12:58:00.000000,2012-01-08 10:13:00.000000,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,9900.0
Case233,Turn & Mill. & Screw Assem,ID4641,2012-01-08 13:36:00.000000,2012-01-08 12:59:00.000000,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,Turn & Mill. & Screw Assem,ID4641,2220.0
Case233,Turning & Milling Q.C.,ID4287,2012-01-08 15:00:00.000000,2012-01-08 14:00:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,3600.0
Case233,Turn & Mill. & Screw Assem,ID3846,2012-01-08 17:34:00.000000,2012-01-08 16:03:00.000000,Turn & Mill. & Screw Assem,ID3846,Turn & Mill. & Screw Assem,ID3846,Turn & Mill. & Screw Assem,ID3846,5460.0
Case233,Turning & Milling Q.C.,ID4287,2012-01-08 21:01:00.000000,2012-01-08 19:20:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,6060.0
Case233,Turning & Milling Q.C.,ID4287,2012-01-09 14:37:00.000000,2012-01-09 14:00:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,2220.0
Case233,Turning Rework,ID4442,2012-01-09 15:00:00.000000,2012-01-09 14:00:00.000000,Turning Rework,ID4442,Turning Rework,ID4442,Turning Rework,ID4442,3600.0
Case233,Laser Marking,ID0998,2012-01-09 17:50:00.000000,2012-01-09 17:46:00.000000,Laser Marking,ID0998,Laser Marking,ID0998,Laser Marking,ID0998,240.0
Case233,Flat Grinding,ID0998,2012-01-09 18:13:00.000000,2012-01-09 17:51:00.000000,Flat Grinding,ID0998,Flat Grinding,ID0998,Flat Grinding,ID0998,1320.0
Case233,Turning & Milling Q.C.,ID4287,2012-01-10 15:40:00.000000,2012-01-10 15:09:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,1860.0
Case233,Lapping,ID0998,2012-01-10 17:37:00.000000,2012-01-10 17:12:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,1500.0
Case233,Round Grinding,ID4355,2012-01-11 00:45:00.000000,2012-01-10 23:04:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,6060.0
Case233,Round Grinding,ID4355,2012-01-11 03:51:00.000000,2012-01-11 03:06:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,2700.0
Case233,Round Grinding,ID4355,2012-01-11 06:39:00.000000,2012-01-11 03:52:00.000000,Round Grinding,ID4355,Round Grinding,ID4355,Round Grinding,ID4355,10020.0
Case233,Round Grinding,ID4445,2012-01-11 11:04:00.000000,2012-01-11 07:12:00.000000,Round Grinding,ID4445,Round Grinding,ID4445,Round Grinding,ID4445,13920.0
Case233,Final Inspection Q.C.,ID4287,2012-01-11 17:00:00.000000,2012-01-11 14:00:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,10800.0
Case233,Final Inspection Q.C.,ID4287,2012-01-11 22:00:00.000000,2012-01-11 20:24:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,5760.0
Case233,Packing,ID4820,2012-01-15 08:00:00.000000,2012-01-15 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case233,Final Inspection Q.C.,ID4287,2012-01-15 14:13:00.000000,2012-01-15 13:52:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,1260.0
Case233,End,End,2012-01-15 14:13:00.000001,2012-01-15 14:13:00.000001,,,,,,,
Case234,Start,Start,2012-01-30 21:29:59.999999,2012-01-30 21:29:59.999999,,,,,,,
Case234,Turning Q.C.,ID4287,2012-01-30 22:19:00.000000,2012-01-30 21:30:00.000000,Turning Q.C.,ID4287,Turning Q.C.,ID4287,Turning Q.C.,ID4287,2940.0
Case234,Turning Q.C.,ID4287,2012-02-01 08:15:00.000000,2012-02-01 07:00:00.000000,Turning Q.C.,ID4287,Turning Q.C.,ID4287,Turning Q.C.,ID4287,4500.0
Case234,Turning Q.C.,ID4287,2012-02-06 15:13:00.000000,2012-02-06 14:00:00.000000,Turning Q.C.,ID4287,Turning Q.C.,ID4287,Turning Q.C.,ID4287,4380.0
Case234,Turning & Milling,ID4429,2012-02-14 06:43:00.000000,2012-02-13 23:00:00.000000,Turning & Milling,ID4429,Turning & Milling,ID4429,Turning & Milling,ID4429,27780.0
Case234,Turning & Milling,ID4932,2012-02-14 13:46:00.000000,2012-02-14 06:44:00.000000,Turning & Milling,ID4932,Turning & Milling,ID4932,Turning & Milling,ID4932,25320.0
Case234,Turning & Milling,ID4167,2012-02-14 22:58:00.000000,2012-02-14 14:27:00.000000,Turning & Milling,ID4167,Turning & Milling,ID4167,Turning & Milling,ID4167,30660.0
Case234,Turning & Milling Q.C.,ID4287,2012-02-15 01:04:00.000000,2012-02-14 22:09:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,10500.0
Case234,Turning & Milling,ID4429,2012-02-15 00:57:00.000000,2012-02-14 23:27:00.000000,Turning & Milling,ID4429,Turning & Milling,ID4429,Turning & Milling,ID4429,5400.0
Case234,Turning & Milling,ID4429,2012-02-15 06:54:00.000000,2012-02-15 01:58:00.000000,Turning & Milling,ID4429,Turning & Milling,ID4429,Turning & Milling,ID4429,17760.0
Case234,Turning & Milling,ID4794,2012-02-15 13:46:00.000000,2012-02-15 06:56:00.000000,Turning & Milling,ID4794,Turning & Milling,ID4794,Turning & Milling,ID4794,24600.0
Case234,Turning & Milling Q.C.,ID4287,2012-02-15 17:00:00.000000,2012-02-15 14:00:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,10800.0
Case234,Turning & Milling,ID4529,2012-02-15 22:52:00.000000,2012-02-15 14:17:00.000000,Turning & Milling,ID4529,Turning & Milling,ID4529,Turning & Milling,ID4529,30900.0
Case234,Turning & Milling,ID4167,2012-02-16 01:00:00.000000,2012-02-16 00:54:00.000000,Turning & Milling,ID4167,Turning & Milling,ID4167,Turning & Milling,ID4167,360.0
Case234,Turning & Milling,ID4429,2012-02-16 06:46:00.000000,2012-02-16 01:16:00.000000,Turning & Milling,ID4429,Turning & Milling,ID4429,Turning & Milling,ID4429,19800.0
Case234,Turning & Milling,ID4794,2012-02-16 13:39:00.000000,2012-02-16 06:48:00.000000,Turning & Milling,ID4794,Turning & Milling,ID4794,Turning & Milling,ID4794,24660.0
Case234,Turning & Milling Q.C.,ID4287,2012-02-16 15:40:00.000000,2012-02-16 14:00:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,6000.0
Case234,Turning & Milling,ID4529,2012-02-16 22:48:00.000000,2012-02-16 14:14:00.000000,Turning & Milling,ID4529,Turning & Milling,ID4529,Turning & Milling,ID4529,30840.0
Case234,Turning & Milling,ID4429,2012-02-17 06:46:00.000000,2012-02-16 23:28:00.000000,Turning & Milling,ID4429,Turning & Milling,ID4429,Turning & Milling,ID4429,26280.0
Case234,Turning & Milling,ID4794,2012-02-17 13:53:00.000000,2012-02-17 07:47:00.000000,Turning & Milling,ID4794,Turning & Milling,ID4794,Turning & Milling,ID4794,21960.0
Case234,Turning & Milling Q.C.,ID4287,2012-02-17 15:40:00.000000,2012-02-17 14:00:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,6000.0
Case234,Turning & Milling,ID4429,2012-02-19 18:00:00.000000,2012-02-19 13:50:00.000000,Turning & Milling,ID4429,Turning & Milling,ID4429,Turning & Milling,ID4429,15000.0
Case234,Turning & Milling,ID4429,2012-02-20 01:02:00.000000,2012-02-19 18:01:00.000000,Turning & Milling,ID4429,Turning & Milling,ID4429,Turning & Milling,ID4429,25260.0
Case234,Turning & Milling Q.C.,ID4287,2012-02-19 19:50:00.000000,2012-02-19 18:30:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,4800.0
Case234,Turning & Milling,ID4529,2012-02-20 13:16:00.000000,2012-02-20 03:14:00.000000,Turning & Milling,ID4529,Turning & Milling,ID4529,Turning & Milling,ID4529,36120.0
Case234,Turning & Milling,ID4429,2012-02-21 00:00:00.000000,2012-02-20 14:00:00.000000,Turning & Milling,ID4429,Turning & Milling,ID4429,Turning & Milling,ID4429,36000.0
Case234,Turning & Milling,ID4529,2012-02-21 13:28:00.000000,2012-02-21 03:25:00.000000,Turning & Milling,ID4529,Turning & Milling,ID4529,Turning & Milling,ID4529,36180.0
Case234,Turning & Milling,ID4429,2012-02-21 21:20:00.000000,2012-02-21 13:50:00.000000,Turning & Milling,ID4429,Turning & Milling,ID4429,Turning & Milling,ID4429,27000.0
Case234,Turning & Milling Q.C.,ID4287,2012-02-26 23:42:00.000000,2012-02-26 22:32:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,4200.0
Case234,Turning & Milling Q.C.,ID4287,2012-03-01 22:00:00.000000,2012-03-01 17:51:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,14940.0
Case234,Turning & Milling Q.C.,ID4287,2012-03-04 15:40:00.000000,2012-03-04 14:00:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,6000.0
Case234,Turning & Milling Q.C.,ID4287,2012-03-06 17:30:00.000000,2012-03-06 16:00:00.000000,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,Turning & Milling Q.C.,ID4287,5400.0
Case234,Packing,ID4820,2012-03-28 09:00:00.000000,2012-03-28 08:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case234,Final Inspection Q.C.,ID4287,2012-03-28 18:06:00.000000,2012-03-28 15:00:00.000000,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,Final Inspection Q.C.,ID4287,11160.0
Case234,End,End,2012-03-28 18:06:00.000001,2012-03-28 18:06:00.000001,,,,,,,
Case235,Start,Start,2012-01-16 21:10:59.999999,2012-01-16 21:10:59.999999,,,,,,,
Case235,Turning & Milling Q.C.,ID4163,2012-01-16 21:12:00.000000,2012-01-16 21:11:00.000000,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,60.0
Case235,Turning & Milling Q.C.,ID4163,2012-01-17 01:00:00.000000,2012-01-16 23:24:00.000000,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,5760.0
Case235,Turning & Milling,ID4132,2012-01-17 01:08:00.000000,2012-01-16 23:58:00.000000,Turning & Milling,ID4132,Turning & Milling,ID4132,Turning & Milling,ID4132,4200.0
Case235,Turning & Milling,ID4132,2012-01-19 06:30:00.000000,2012-01-19 03:08:00.000000,Turning & Milling,ID4132,Turning & Milling,ID4132,Turning & Milling,ID4132,12120.0
Case235,Turning & Milling,ID4132,2012-01-24 00:43:00.000000,2012-01-23 14:10:00.000000,Turning & Milling,ID4132,Turning & Milling,ID4132,Turning & Milling,ID4132,37980.0
Case235,Turning & Milling,ID4132,2012-01-24 22:10:00.000000,2012-01-24 14:14:00.000000,Turning & Milling,ID4132,Turning & Milling,ID4132,Turning & Milling,ID4132,28560.0
Case235,Turning & Milling Q.C.,ID4163,2012-01-25 01:03:00.000000,2012-01-24 22:20:00.000000,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,9780.0
Case235,Turning & Milling,ID4132,2012-01-25 22:44:00.000000,2012-01-25 16:07:00.000000,Turning & Milling,ID4132,Turning & Milling,ID4132,Turning & Milling,ID4132,23820.0
Case235,Turning & Milling,ID4641,2012-01-26 07:03:00.000000,2012-01-26 05:46:00.000000,Turning & Milling,ID4641,Turning & Milling,ID4641,Turning & Milling,ID4641,4620.0
Case235,Turning & Milling,ID4641,2012-01-26 13:32:00.000000,2012-01-26 07:04:00.000000,Turning & Milling,ID4641,Turning & Milling,ID4641,Turning & Milling,ID4641,23280.0
Case235,Turning & Milling Q.C.,ID4163,2012-01-26 15:40:00.000000,2012-01-26 14:00:00.000000,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,6000.0
Case235,Turning & Milling Q.C.,ID4163,2012-01-26 17:00:00.000000,2012-01-26 16:00:00.000000,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,3600.0
Case235,Turning & Milling,ID4132,2012-01-26 22:46:00.000000,2012-01-26 17:10:00.000000,Turning & Milling,ID4132,Turning & Milling,ID4132,Turning & Milling,ID4132,20160.0
Case235,Turning & Milling Q.C.,ID4163,2012-01-27 01:00:00.000000,2012-01-26 23:30:00.000000,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,5400.0
Case235,Turning & Milling,ID4641,2012-01-27 12:36:00.000000,2012-01-27 03:33:00.000000,Turning & Milling,ID4641,Turning & Milling,ID4641,Turning & Milling,ID4641,32580.0
Case235,Milling,ID4326,2012-01-27 19:30:00.000000,2012-01-27 14:00:00.000000,Milling,ID4326,Milling,ID4326,Milling,ID4326,19800.0
Case235,Turning & Milling Q.C.,ID4163,2012-01-29 15:40:00.000000,2012-01-29 14:15:00.000000,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,5100.0
Case235,Turning & Milling Q.C.,ID4163,2012-01-29 19:50:00.000000,2012-01-29 16:00:00.000000,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,13800.0
Case235,Flat Grinding,ID0998,2012-01-29 23:44:00.000000,2012-01-29 23:44:00.000000,Flat Grinding,ID0998,Flat Grinding,ID0998,Flat Grinding,ID0998,0.0
Case235,Laser Marking,ID0998,2012-01-30 00:59:00.000000,2012-01-29 23:44:00.000000,Laser Marking,ID0998,Laser Marking,ID0998,Laser Marking,ID0998,4500.0
Case235,Lapping,ID0998,2012-01-30 01:00:00.000000,2012-01-29 23:45:00.000000,Lapping,ID0998,Lapping,ID0998,Lapping,ID0998,4500.0
Case235,Round Grinding,ID4385,2012-01-30 06:11:00.000000,2012-01-30 03:45:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,8760.0
Case235,Round Grinding,ID4385,2012-01-31 10:00:00.000000,2012-01-31 07:00:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,10800.0
Case235,Round Grinding,ID4385,2012-01-31 13:15:00.000000,2012-01-31 10:00:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,11700.0
Case235,Round Grinding,ID4385,2012-01-31 14:00:00.000000,2012-01-31 13:15:00.000000,Round Grinding,ID4385,Round Grinding,ID4385,Round Grinding,ID4385,2700.0
Case235,Round Grinding,ID4528,2012-02-01 05:20:00.000000,2012-01-31 23:00:00.000000,Round Grinding,ID4528,Round Grinding,ID4528,Round Grinding,ID4528,22800.0
Case235,Turning & Milling Q.C.,ID4163,2012-02-01 00:59:00.000000,2012-01-31 23:10:00.000000,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,Turning & Milling Q.C.,ID4163,6540.0
Case235,Round Grinding,ID4445,2012-02-01 15:20:00.000000,2012-02-01 14:00:00.000000,Round Grinding,ID4445,Round Grinding,ID4445,Round Grinding,ID4445,4800.0
Case235,Round Grinding,ID4445,2012-02-01 19:24:00.000000,2012-02-01 15:20:00.000000,Round Grinding,ID4445,Round Grinding,ID4445,Round Grinding,ID4445,14640.0
Case235,Grinding Rework,ID4872,2012-02-01 21:12:00.000000,2012-02-01 20:46:00.000000,Grinding Rework,ID4872,Grinding Rework,ID4872,Grinding Rework,ID4872,1560.0
Case235,Packing,ID4820,2012-02-02 08:00:00.000000,2012-02-02 07:00:00.000000,Packing,ID4820,Packing,ID4820,Packing,ID4820,3600.0
Case235,Final Inspection Q.C.,ID4163,2012-02-02 15:40:00.000000,2012-02-02 14:00:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,6000.0
Case235,Final Inspection Q.C.,ID4163,2012-02-02 15:40:00.000000,2012-02-02 14:50:00.000000,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,Final Inspection Q.C.,ID4163,3000.0
