Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,concept:name,lifecycle:transition,org:resource,type_task
102751,Traer informacion estudiante - banner,8064,2016/03/18 03:47:42.000,2016/03/18 03:47:42.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,8064,AutoState
102751,Radicar Solicitud Homologacion,8064,2016/03/18 03:47:46.000,2016/03/18 03:49:47.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,8064,ManualState
102751,Cancelar Solicitud,8064,2016/03/18 17:01:50.000,2016/03/18 17:04:57.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,8064,Event
102751,Notificacion estudiante cancelacion soli,8064,2016/03/18 22:09:37.000,2016/03/18 22:09:37.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,8064,AutoState
102751,End,End,2016/03/18 22:09:37.000,2016/03/18 22:09:37.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
102951,Start,Start,2016/03/18 16:14:14.000,2016/03/18 16:14:14.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Start,complete,Start,Start
102951,Traer informacion estudiante - banner,8824,2016/03/18 16:14:14.000,2016/03/18 16:14:14.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Traer informacion estudiante - banner,complete,8824,AutoState
102951,Radicar Solicitud Homologacion,8824,2016/03/18 16:14:18.000,2016/03/18 16:14:22.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Radicar Solicitud Homologacion,complete,8824,ManualState
102951,Validar solicitud,677,2016/03/18 16:18:49.000,2016/03/18 16:29:30.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Validar solicitud,complete,677,ManualState
102951,Homologacion por grupo de cursos,3445,2016/03/28 21:03:03.000,2016/03/28 21:51:15.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Homologacion por grupo de cursos,complete,3445,SubProcessMultiInstance
102951,Revisar curso,677,2016/03/28 21:03:03.000,2016/03/28 21:03:03.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Revisar curso,complete,677,ManualState
102951,Evaluacion curso,3445,2016/03/28 21:03:57.000,2016/03/28 21:03:57.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Evaluacion curso,complete,3445,SubProcessMultiInstance
102951,Validacion final,677,2016/03/28 21:27:17.000,2016/03/28 22:13:33.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Validacion final,complete,677,ManualState
102951,Visto Bueno Cierre Proceso,3445,2016/04/05 18:16:24.000,2016/04/05 18:18:20.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Visto Bueno Cierre Proceso,complete,3445,ManualState
102951,End,End,2016/04/05 18:18:20.000,2016/04/05 18:18:20.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,complete,End,End
102952,Start,Start,2016/03/18 16:23:19.000,2016/03/18 16:23:19.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Start,complete,Start,Start
102952,Traer informacion estudiante - banner,8824,2016/03/18 16:23:19.000,2016/03/18 16:23:19.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Traer informacion estudiante - banner,complete,8824,AutoState
102952,Radicar Solicitud Homologacion,8824,2016/03/18 16:23:19.000,2016/03/18 16:23:21.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Radicar Solicitud Homologacion,complete,8824,ManualState
102952,Validar solicitud,677,2016/03/18 16:25:44.000,2016/03/18 16:36:18.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Validar solicitud,complete,677,ManualState
102952,Homologacion por grupo de cursos,3445,2016/03/28 21:05:02.000,2016/03/28 21:53:14.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Homologacion por grupo de cursos,complete,3445,SubProcessMultiInstance
102952,Revisar curso,677,2016/03/28 21:05:03.000,2016/03/28 21:05:03.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Revisar curso,complete,677,ManualState
102952,Evaluacion curso,3445,2016/03/28 21:05:38.000,2016/03/28 21:05:38.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Evaluacion curso,complete,3445,SubProcessMultiInstance
102952,Validacion final,677,2016/03/28 21:28:48.000,2016/03/28 22:15:03.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Validacion final,complete,677,ManualState
102952,Visto Bueno Cierre Proceso,3445,2016/04/05 18:15:44.000,2016/04/05 18:17:41.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Visto Bueno Cierre Proceso,complete,3445,ManualState
102952,End,End,2016/04/05 18:17:41.000,2016/04/05 18:17:41.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,complete,End,End
102953,Start,Start,2016/03/18 16:27:09.000,2016/03/18 16:27:09.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Start,complete,Start,Start
102953,Traer informacion estudiante - banner,8824,2016/03/18 16:27:09.000,2016/03/18 16:27:09.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Traer informacion estudiante - banner,complete,8824,AutoState
102953,Radicar Solicitud Homologacion,8824,2016/03/18 16:27:10.000,2016/03/18 16:27:11.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Radicar Solicitud Homologacion,complete,8824,ManualState
102953,Validar solicitud,677,2016/03/18 16:28:59.000,2016/03/18 16:39:30.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Validar solicitud,complete,677,ManualState
102953,Homologacion por grupo de cursos,3445,2016/03/28 21:07:20.000,2016/03/28 21:55:33.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Homologacion por grupo de cursos,complete,3445,SubProcessMultiInstance
102953,Revisar curso,677,2016/03/28 21:07:20.000,2016/03/28 21:07:20.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Revisar curso,complete,677,ManualState
102953,Evaluacion curso,3445,2016/03/28 21:07:57.000,2016/03/28 21:22:26.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Evaluacion curso,complete,3445,SubProcessMultiInstance
102953,Validacion final,677,2016/03/30 18:30:00.000,2016/03/30 19:01:49.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Validacion final,complete,677,ManualState
102953,Visto Bueno Cierre Proceso,3445,2016/04/05 18:19:49.000,2016/04/05 18:21:42.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Visto Bueno Cierre Proceso,complete,3445,ManualState
102953,End,End,2016/04/05 18:21:42.000,2016/04/05 18:21:42.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,complete,End,End
103051,Start,Start,2016/03/18 22:11:16.000,2016/03/18 22:11:16.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
103051,Traer informacion estudiante - banner,8064,2016/03/18 22:11:16.000,2016/03/18 22:11:16.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,8064,AutoState
103051,Radicar Solicitud Homologacion,8064,2016/03/18 22:11:23.000,2016/03/18 22:11:40.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,8064,ManualState
103051,Cancelar Solicitud,22475,2016/03/18 22:28:29.000,2016/03/18 22:35:27.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,22475,Event
103051,Notificacion estudiante cancelacion soli,22475,2016/03/28 22:26:47.000,2016/03/28 22:26:47.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,22475,AutoState
103051,End,End,2016/03/28 22:26:47.000,2016/03/28 22:26:47.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
103052,Start,Start,2016/03/18 22:28:47.000,2016/03/18 22:28:47.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
103052,Traer informacion estudiante - banner,8064,2016/03/18 22:28:47.000,2016/03/18 22:28:47.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,8064,AutoState
103052,Radicar Solicitud Homologacion,8064,2016/03/18 22:28:51.000,2016/03/18 22:28:58.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,8064,ManualState
103052,Cancelar Solicitud,22475,2016/03/18 22:36:15.000,2016/03/18 22:43:04.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,22475,Event
103052,Notificacion estudiante cancelacion soli,22475,2016/03/28 22:25:45.000,2016/03/28 22:25:45.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,22475,AutoState
103052,End,End,2016/03/28 22:25:45.000,2016/03/28 22:25:45.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
103053,Start,Start,2016/03/18 23:10:35.000,2016/03/18 23:10:35.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
103053,Traer informacion estudiante - banner,11611,2016/03/18 23:10:35.000,2016/03/18 23:10:35.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,11611,AutoState
103053,Radicar Solicitud Homologacion,11611,2016/03/18 23:10:38.000,2016/03/18 23:11:04.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,11611,ManualState
103053,Cancelar Solicitud,11611,2016/03/18 23:36:41.000,2016/03/19 01:53:22.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,11611,Event
103053,Notificacion estudiante cancelacion soli,11611,2016/04/20 01:17:53.000,2016/04/20 01:17:53.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,11611,AutoState
103053,End,End,2016/04/20 01:17:53.000,2016/04/20 01:17:53.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
103054,Start,Start,2016/03/18 23:28:57.000,2016/03/18 23:28:57.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
103054,Traer informacion estudiante - banner,9404,2016/03/18 23:28:57.000,2016/03/18 23:28:57.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,9404,AutoState
103054,Radicar Solicitud Homologacion,9404,2016/03/18 23:28:57.000,2016/03/18 23:29:48.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,9404,ManualState
103054,Cancelar Solicitud,19019,2016/03/19 00:20:54.000,2016/03/19 00:25:33.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,19019,Event
103054,Notificacion estudiante cancelacion soli,19019,2016/03/28 20:04:54.000,2016/03/28 20:04:54.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,19019,AutoState
103054,End,End,2016/03/28 20:04:54.000,2016/03/28 20:04:54.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
103102,Start,Start,2016/03/18 21:49:48.000,2016/03/18 21:49:48.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
103102,Traer informacion estudiante - banner,22829,2016/03/18 21:49:48.000,2016/03/18 21:49:48.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,22829,AutoState
103102,Radicar Solicitud Homologacion,22829,2016/03/18 21:49:49.000,2016/03/18 22:05:44.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,22829,ManualState
103102,Cancelar Solicitud,22475,2016/03/29 22:45:29.000,2016/03/29 23:08:55.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,22475,Event
103102,Notificacion estudiante cancelacion soli,22475,2016/04/01 22:12:26.000,2016/04/01 22:12:26.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,22475,AutoState
103102,End,End,2016/04/01 22:12:26.000,2016/04/01 22:12:26.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
103452,Start,Start,2016/03/20 00:33:32.000,2016/03/20 00:33:32.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Start,complete,Start,Start
103452,Traer informacion estudiante - banner,7682,2016/03/20 00:33:32.000,2016/03/20 00:33:32.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Traer informacion estudiante - banner,complete,7682,AutoState
103452,Radicar Solicitud Homologacion,7682,2016/03/20 00:33:33.000,2016/03/20 00:33:33.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Radicar Solicitud Homologacion,complete,7682,ManualState
103452,Validar solicitud,22404,2016/03/23 15:45:13.000,2016/03/23 16:25:13.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Validar solicitud,complete,22404,ManualState
103452,Homologacion por grupo de cursos,4560,2016/04/03 16:58:03.000,2016/04/03 19:06:21.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Homologacion por grupo de cursos,complete,4560,SubProcessMultiInstance
103452,Revisar curso,26757,2016/04/03 16:58:04.000,2016/04/03 18:14:04.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Revisar curso,complete,26757,ManualState
103452,Evaluacion curso,26757,2016/04/15 21:41:36.000,2016/04/15 21:41:52.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Evaluacion curso,complete,26757,SubProcessMultiInstance
103452,Validacion final,22404,2016/04/15 22:16:01.000,2016/04/15 22:19:44.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Validacion final,complete,22404,ManualState
103452,Visto Bueno Cierre Proceso,4560,2016/04/18 03:34:13.000,2016/04/18 04:22:31.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Visto Bueno Cierre Proceso,complete,4560,ManualState
103452,Transferir Creditos,4560,2016/04/26 16:18:42.000,2016/04/26 16:18:42.000,Variant 12,12,Fluxicon Disco,Variant 12,12,Transferir Creditos,complete,4560,SubProcessMultiInstance
103452,End,End,2016/04/26 16:18:42.000,2016/04/26 16:18:42.000,Variant 12,12,Fluxicon Disco,Variant 12,12,End,complete,End,End
103801,Start,Start,2016/03/21 15:32:16.000,2016/03/21 15:32:16.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Start,complete,Start,Start
103801,Traer informacion estudiante - banner,26248,2016/03/21 15:32:16.000,2016/03/21 15:32:16.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Traer informacion estudiante - banner,complete,26248,AutoState
103801,Radicar Solicitud Homologacion,26248,2016/03/21 15:32:21.000,2016/03/21 15:32:21.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Radicar Solicitud Homologacion,complete,26248,ManualState
103801,Validar solicitud,7080,2016/03/21 18:50:28.000,2016/03/21 19:34:28.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Validar solicitud,complete,7080,ManualState
103801,Homologacion por grupo de cursos,7080,2016/04/04 20:35:53.000,2016/04/04 21:39:53.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Homologacion por grupo de cursos,complete,7080,SubProcessMultiInstance
103801,Revisar curso,659,2016/04/04 20:35:54.000,2016/04/04 20:36:23.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Revisar curso,complete,659,ManualState
103801,Evaluacion curso,659,2016/04/04 22:29:54.000,2016/04/04 23:05:58.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Evaluacion curso,complete,659,SubProcessMultiInstance
103801,Validar solicitud / pre-homologacion,7080,2016/04/11 16:34:45.000,2016/04/11 17:02:10.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Validar solicitud / pre-homologacion,complete,7080,ManualState
103801,End,End,2016/04/11 17:02:10.000,2016/04/11 17:02:10.000,Variant 4,4,Fluxicon Disco,Variant 4,4,End,complete,End,End
104001,Start,Start,2016/03/22 14:35:32.000,2016/03/22 14:35:32.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
104001,Traer informacion estudiante - banner,14126,2016/03/22 14:35:32.000,2016/03/22 14:35:32.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,14126,AutoState
104001,Radicar Solicitud Homologacion,14126,2016/03/22 14:35:37.000,2016/03/22 14:35:37.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,14126,ManualState
104001,Cancelar Solicitud,6767,2016/03/22 18:03:32.000,2016/03/22 19:10:01.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,6767,Event
104001,Notificacion estudiante cancelacion soli,6767,2016/04/07 18:29:11.000,2016/04/07 18:29:11.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,6767,AutoState
104001,End,End,2016/04/07 18:29:11.000,2016/04/07 18:29:11.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
104053,Start,Start,2016/03/22 16:04:09.000,2016/03/22 16:04:09.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Start,complete,Start,Start
104053,Traer informacion estudiante - banner,7518,2016/03/22 16:04:09.000,2016/03/22 16:04:09.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Traer informacion estudiante - banner,complete,7518,AutoState
104053,Radicar Solicitud Homologacion,7518,2016/03/22 16:04:09.000,2016/03/22 16:04:09.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Radicar Solicitud Homologacion,complete,7518,ManualState
104053,Validar solicitud,22404,2016/03/22 16:06:59.000,2016/03/22 17:34:59.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Validar solicitud,complete,22404,ManualState
104053,Homologacion por grupo de cursos,22404,2016/04/12 14:05:13.000,2016/04/12 14:33:13.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Homologacion por grupo de cursos,complete,22404,SubProcessMultiInstance
104053,Revisar curso,22404,2016/04/12 14:05:13.000,2016/04/12 14:05:13.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Revisar curso,complete,22404,ManualState
104053,Evaluacion curso,22404,2016/04/12 14:07:21.000,2016/04/12 14:35:21.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Evaluacion curso,complete,22404,SubProcessMultiInstance
104053,Validar solicitud / pre-homologacion,22404,2016/04/15 20:40:31.000,2016/04/15 20:40:31.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Validar solicitud / pre-homologacion,complete,22404,ManualState
104053,End,End,2016/04/15 20:40:31.000,2016/04/15 20:40:31.000,Variant 4,4,Fluxicon Disco,Variant 4,4,End,complete,End,End
104054,Start,Start,2016/03/22 16:10:13.000,2016/03/22 16:10:13.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Start,complete,Start,Start
104054,Traer informacion estudiante - banner,7518,2016/03/22 16:10:13.000,2016/03/22 16:10:13.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Traer informacion estudiante - banner,complete,7518,AutoState
104054,Radicar Solicitud Homologacion,7518,2016/03/22 16:10:14.000,2016/03/22 16:10:14.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Radicar Solicitud Homologacion,complete,7518,ManualState
104054,Validar solicitud,22404,2016/03/22 16:22:48.000,2016/03/22 17:50:48.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Validar solicitud,complete,22404,ManualState
104054,Homologacion por grupo de cursos,22404,2016/04/12 14:12:04.000,2016/04/12 14:44:04.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Homologacion por grupo de cursos,complete,22404,SubProcessMultiInstance
104054,Revisar curso,26757,2016/04/12 14:12:04.000,2016/04/12 14:40:47.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Revisar curso,complete,26757,ManualState
104054,Evaluacion curso,26757,2016/04/15 22:43:51.000,2016/04/15 22:44:07.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Evaluacion curso,complete,26757,SubProcessMultiInstance
104054,Validar solicitud / pre-homologacion,22404,2016/04/15 22:59:52.000,2016/04/15 23:02:52.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Validar solicitud / pre-homologacion,complete,22404,ManualState
104054,End,End,2016/04/15 23:02:52.000,2016/04/15 23:02:52.000,Variant 4,4,Fluxicon Disco,Variant 4,4,End,complete,End,End
104101,Start,Start,2016/03/22 19:14:01.000,2016/03/22 19:14:01.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Start,complete,Start,Start
104101,Traer informacion estudiante - banner,7682,2016/03/22 19:14:01.000,2016/03/22 19:14:01.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Traer informacion estudiante - banner,complete,7682,AutoState
104101,Radicar Solicitud Homologacion,7682,2016/03/22 19:14:05.000,2016/03/22 19:14:05.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Radicar Solicitud Homologacion,complete,7682,ManualState
104101,Validar solicitud,22404,2016/03/22 19:38:04.000,2016/03/22 20:11:05.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Validar solicitud,complete,22404,ManualState
104101,Homologacion por grupo de cursos,4560,2016/04/01 17:01:00.000,2016/04/01 19:16:16.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Homologacion por grupo de cursos,complete,4560,SubProcessMultiInstance
104101,Revisar curso,241,2016/04/01 17:01:01.000,2016/04/01 18:50:42.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Revisar curso,complete,241,ManualState
104101,Evaluacion curso,241,2016/04/21 00:42:21.000,2016/04/21 00:49:27.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Evaluacion curso,complete,241,SubProcessMultiInstance
104101,Validacion final,22404,2016/04/21 23:48:44.000,2016/04/21 23:50:55.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Validacion final,complete,22404,ManualState
104101,Visto Bueno Cierre Proceso,4560,2016/04/22 13:32:48.000,2016/04/22 13:49:05.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Visto Bueno Cierre Proceso,complete,4560,ManualState
104101,Transferir Creditos,4560,2016/04/26 16:17:36.000,2016/04/26 16:17:36.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Transferir Creditos,complete,4560,SubProcessMultiInstance
104101,Transferir creditos homologables,4560,2016/04/26 16:17:36.000,2016/04/26 16:17:36.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Transferir creditos homologables,complete,4560,AutoState
104101,End,End,2016/04/26 16:17:36.000,2016/04/26 16:17:36.000,Variant 11,11,Fluxicon Disco,Variant 11,11,End,complete,End,End
104102,Start,Start,2016/03/22 19:40:09.000,2016/03/22 19:40:09.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Start,complete,Start,Start
104102,Traer informacion estudiante - banner,7682,2016/03/22 19:40:09.000,2016/03/22 19:40:09.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Traer informacion estudiante - banner,complete,7682,AutoState
104102,Radicar Solicitud Homologacion,7682,2016/03/22 19:40:09.000,2016/03/22 19:40:09.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Radicar Solicitud Homologacion,complete,7682,ManualState
104102,Validar solicitud,22404,2016/03/23 15:36:44.000,2016/03/23 16:09:46.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Validar solicitud,complete,22404,ManualState
104102,Homologacion por grupo de cursos,4560,2016/04/01 17:02:53.000,2016/04/01 19:18:08.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Homologacion por grupo de cursos,complete,4560,SubProcessMultiInstance
104102,Revisar curso,241,2016/04/01 17:02:53.000,2016/04/01 18:52:35.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Revisar curso,complete,241,ManualState
104102,Evaluacion curso,241,2016/04/21 00:45:15.000,2016/04/21 00:52:20.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Evaluacion curso,complete,241,SubProcessMultiInstance
104102,Validacion final,22404,2016/04/21 23:50:28.000,2016/04/21 23:52:37.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Validacion final,complete,22404,ManualState
104102,Visto Bueno Cierre Proceso,4560,2016/04/22 13:34:24.000,2016/04/22 13:50:42.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Visto Bueno Cierre Proceso,complete,4560,ManualState
104102,Transferir Creditos,4560,2016/04/26 16:18:31.000,2016/04/26 16:18:31.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Transferir Creditos,complete,4560,SubProcessMultiInstance
104102,Transferir creditos homologables,4560,2016/04/26 16:18:31.000,2016/04/26 16:18:31.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Transferir creditos homologables,complete,4560,AutoState
104102,End,End,2016/04/26 16:18:31.000,2016/04/26 16:18:31.000,Variant 11,11,Fluxicon Disco,Variant 11,11,End,complete,End,End
104202,Start,Start,2016/03/23 00:13:31.000,2016/03/23 00:13:31.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
104202,Traer informacion estudiante - banner,9987,2016/03/23 00:13:31.000,2016/03/23 00:13:31.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,9987,AutoState
104202,Radicar Solicitud Homologacion,9987,2016/03/23 00:13:32.000,2016/03/23 00:13:32.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,9987,ManualState
104202,Cancelar Solicitud,669,2016/03/23 03:34:03.000,2016/03/23 03:38:46.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,669,Event
104202,Notificacion estudiante cancelacion soli,669,2016/03/28 22:43:35.000,2016/03/28 22:43:35.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,669,AutoState
104202,End,End,2016/03/28 22:43:35.000,2016/03/28 22:43:35.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
104206,Start,Start,2016/03/23 02:03:00.000,2016/03/23 02:03:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Start,complete,Start,Start
104206,Traer informacion estudiante - banner,5183,2016/03/23 02:03:00.000,2016/03/23 02:03:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Traer informacion estudiante - banner,complete,5183,AutoState
104206,Radicar Solicitud Homologacion,5183,2016/03/23 02:03:00.000,2016/03/23 02:03:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Radicar Solicitud Homologacion,complete,5183,ManualState
104206,Validar solicitud,22475,2016/03/23 02:14:22.000,2016/03/23 02:17:33.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Validar solicitud,complete,22475,ManualState
104206,Homologacion por grupo de cursos,22475,2016/03/28 19:11:16.000,2016/03/28 19:53:19.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Homologacion por grupo de cursos,complete,22475,SubProcessMultiInstance
104206,Revisar curso,22475,2016/03/28 19:11:17.000,2016/03/28 19:11:18.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Revisar curso,complete,22475,ManualState
104206,Evaluacion curso,22438,2016/03/28 19:13:11.000,2016/03/28 19:57:11.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Evaluacion curso,complete,22438,SubProcessMultiInstance
104206,Validar solicitud / pre-homologacion,22475,2016/04/05 01:13:39.000,2016/04/05 01:13:39.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Validar solicitud / pre-homologacion,complete,22475,ManualState
104206,End,End,2016/04/05 01:13:39.000,2016/04/05 01:13:39.000,Variant 4,4,Fluxicon Disco,Variant 4,4,End,complete,End,End
104351,Start,Start,2016/03/23 16:43:38.000,2016/03/23 16:43:38.000,Variant 72,72,Fluxicon Disco,Variant 72,72,Start,complete,Start,Start
104351,Traer informacion estudiante - banner,7783,2016/03/23 16:43:38.000,2016/03/23 16:43:38.000,Variant 72,72,Fluxicon Disco,Variant 72,72,Traer informacion estudiante - banner,complete,7783,AutoState
