case_id,resource,role,activity,FixedCost,ResourceCost,Start_Time,End_Time,AssignedTime
519,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-03-27T14:37:20.731,2023-03-27T14:42:20.378,2023-03-27T14:37:20.731
522,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2023-03-27T14:41:04.280,2023-03-27T14:49:02.257,2023-03-27T14:41:04.280
517,Clerk-000008,Clerk,Approve application,0.0,0.08,2023-03-27T14:49:27.405,2023-03-27T14:54:27.405,2023-03-27T14:49:27.405
520,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-27T14:24:16.898,2023-03-27T14:56:07.731,2023-03-27T14:24:16.898
519,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-03-27T14:42:20.378,2023-03-27T15:02:20.378,2023-03-27T14:42:20.378
522,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-03-27T14:49:02.257,2023-03-27T15:09:02.257,2023-03-27T14:49:02.257
520,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-03-27T14:56:07.731,2023-03-27T15:16:07.731,2023-03-27T14:56:07.731
523,Clerk-000004,Clerk,Check application form completeness,0.0,0.84,2023-03-27T14:30:00.000,2023-03-27T15:20:09.423,2023-03-27T14:30:00.000
520,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2023-03-27T15:16:07.731,2023-03-27T15:21:14.504,2023-03-27T15:16:07.731
524,Clerk-000002,Clerk,Check application form completeness,0.0,0.4,2023-03-27T15:00:00.000,2023-03-27T15:23:58.405,2023-03-27T15:00:00.000
524,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-03-27T15:23:58.405,2023-03-27T15:24:01.127,2023-03-27T15:23:58.405
524,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-27T15:23:58.405,2023-03-27T15:25:15.697,2023-03-27T15:23:58.405
523,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-03-27T15:20:09.423,2023-03-27T15:31:22.975,2023-03-27T15:20:09.423
521,Clerk-000003,Clerk,Reject application,0.0,0.17,2023-03-27T15:23:37.052,2023-03-27T15:33:37.052,2023-03-27T15:23:37.052
525,Clerk-000001,Clerk,Check application form completeness,0.0,0.1,2023-03-27T15:30:00.000,2023-03-27T15:36:11.467,2023-03-27T15:30:00.000
520,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-03-27T15:21:14.504,2023-03-27T15:41:14.504,2023-03-27T15:21:14.504
525,Clerk-000005,Clerk,Check credit history,0.0,0.14,2023-03-27T15:36:11.467,2023-03-27T15:44:46.971,2023-03-27T15:36:11.467
523,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-03-27T15:20:09.423,2023-03-27T15:48:12.517,2023-03-27T15:20:09.423
523,Clerk-000006,Clerk,Check credit history,0.0,0.51,2023-03-27T15:20:09.423,2023-03-27T15:50:39.766,2023-03-27T15:20:09.423
525,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-03-27T15:36:11.467,2023-03-27T15:51:31.295,2023-03-27T15:36:11.467
525,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-27T15:36:11.467,2023-03-28T08:03:16.641,2023-03-27T15:36:11.467
526,Clerk-000008,Clerk,Check application form completeness,0.0,0.07,2023-03-28T08:00:00.000,2023-03-28T08:03:55.862,2023-03-27T16:00:00.000
519,Clerk-000004,Clerk,Approve application,0.0,0.08,2023-03-28T08:00:00.000,2023-03-28T08:05:00.000,2023-03-27T16:02:20.378
522,Clerk-000002,Clerk,Cancel application,0.0,0.08,2023-03-28T08:00:00.000,2023-03-28T08:05:00.000,2023-03-27T16:09:02.257
520,Clerk-000003,Clerk,Cancel application,0.0,0.08,2023-03-28T08:00:00.000,2023-03-28T08:05:00.000,2023-03-27T16:41:14.504
523,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-03-27T15:50:39.766,2023-03-28T08:10:39.766,2023-03-27T15:50:39.766
523,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-03-28T08:10:39.766,2023-03-28T08:14:39.307,2023-03-28T08:10:39.766
526,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-03-28T08:03:55.862,2023-03-28T08:23:15.481,2023-03-28T08:03:55.862
525,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T08:03:16.641,2023-03-28T08:23:16.641,2023-03-28T08:03:16.641
526,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-03-28T08:03:55.862,2023-03-28T08:26:47.017,2023-03-28T08:03:55.862
524,Clerk-000007,Clerk,Check credit history,0.0,1.09,2023-03-27T15:23:58.405,2023-03-28T08:29:21.792,2023-03-27T15:23:58.405
523,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-03-28T08:14:39.307,2023-03-28T08:34:39.307,2023-03-28T08:14:39.307
526,Clerk-000001,Clerk,Check credit history,0.0,0.59,2023-03-28T08:03:55.862,2023-03-28T08:39:32.632,2023-03-28T08:03:55.862
524,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T08:29:21.792,2023-03-28T08:49:21.792,2023-03-28T08:29:21.792
527,Clerk-000005,Clerk,Check application form completeness,0.0,0.37,2023-03-28T08:30:00.000,2023-03-28T08:52:06.826,2023-03-28T08:30:00.000
527,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-03-28T08:52:06.826,2023-03-28T08:53:25.315,2023-03-28T08:52:06.826
524,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-03-28T08:49:21.792,2023-03-28T08:54:31.739,2023-03-28T08:49:21.792
526,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T08:39:32.632,2023-03-28T08:59:32.632,2023-03-28T08:39:32.632
527,Clerk-000006,Clerk,Check credit history,0.0,0.2,2023-03-28T08:52:06.826,2023-03-28T09:04:20.772,2023-03-28T08:52:06.826
524,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-03-28T08:54:31.739,2023-03-28T09:14:31.739,2023-03-28T08:54:31.739
527,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-28T08:52:06.826,2023-03-28T09:18:34.522,2023-03-28T08:52:06.826
526,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2023-03-28T08:59:32.632,2023-03-28T09:27:12.026,2023-03-28T08:59:32.632
528,Clerk-000008,Clerk,Check application form completeness,0.0,0.51,2023-03-28T09:00:00.000,2023-03-28T09:30:27.477,2023-03-28T09:00:00.000
529,Clerk-000002,Clerk,Check application form completeness,0.0,0.04,2023-03-28T09:30:00.000,2023-03-28T09:32:09.911,2023-03-28T09:30:00.000
525,Clerk-000004,Clerk,Reject application,0.0,0.17,2023-03-28T09:23:16.641,2023-03-28T09:33:16.641,2023-03-28T09:23:16.641
528,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-03-28T09:30:27.477,2023-03-28T09:38:33.950,2023-03-28T09:30:27.477
527,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T09:18:34.522,2023-03-28T09:38:34.522,2023-03-28T09:18:34.522
527,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-03-28T09:38:34.522,2023-03-28T09:39:13.361,2023-03-28T09:38:34.522
523,Clerk-000001,Clerk,Cancel application,0.0,0.08,2023-03-28T09:34:39.307,2023-03-28T09:39:39.307,2023-03-28T09:34:39.307
528,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-03-28T09:30:27.477,2023-03-28T09:41:18.541,2023-03-28T09:30:27.477
529,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-03-28T09:32:09.911,2023-03-28T09:44:37.456,2023-03-28T09:32:09.911
528,Clerk-000003,Clerk,Check credit history,0.0,0.24,2023-03-28T09:30:27.477,2023-03-28T09:45:03.777,2023-03-28T09:30:27.477
526,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-03-28T09:27:12.026,2023-03-28T09:47:12.026,2023-03-28T09:27:12.026
527,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-03-28T09:39:13.361,2023-03-28T09:59:13.361,2023-03-28T09:39:13.361
528,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T09:45:03.777,2023-03-28T10:05:03.777,2023-03-28T09:45:03.777
528,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2023-03-28T10:05:03.777,2023-03-28T10:05:54.573,2023-03-28T10:05:03.777
529,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-28T09:32:09.911,2023-03-28T10:08:34.019,2023-03-28T09:32:09.911
524,Clerk-000006,Clerk,Approve application,0.0,0.08,2023-03-28T10:14:31.739,2023-03-28T10:19:31.739,2023-03-28T10:14:31.739
528,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-03-28T10:05:54.573,2023-03-28T10:25:54.573,2023-03-28T10:05:54.573
530,Clerk-000005,Clerk,Check application form completeness,0.0,0.48,2023-03-28T10:00:00.000,2023-03-28T10:28:39.323,2023-03-28T10:00:00.000
530,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-03-28T10:28:39.323,2023-03-28T10:30:15.807,2023-03-28T10:28:39.323
531,Clerk-000002,Clerk,Check application form completeness,0.0,0.09,2023-03-28T10:30:00.000,2023-03-28T10:35:16.478,2023-03-28T10:30:00.000
530,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-03-28T10:28:39.323,2023-03-28T10:35:32.628,2023-03-28T10:28:39.323
531,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-03-28T10:35:16.478,2023-03-28T10:38:36.988,2023-03-28T10:35:16.478
531,Clerk-000004,Clerk,Check credit history,0.0,0.26,2023-03-28T10:35:16.478,2023-03-28T10:50:59.419,2023-03-28T10:35:16.478
526,Clerk-000001,Clerk,Cancel application,0.0,0.08,2023-03-28T10:47:12.026,2023-03-28T10:52:12.026,2023-03-28T10:47:12.026
529,Clerk-000007,Clerk,Check credit history,0.0,1.36,2023-03-28T09:32:09.911,2023-03-28T10:53:49.607,2023-03-28T09:32:09.911
527,Clerk-000003,Clerk,Cancel application,0.0,0.08,2023-03-28T10:59:13.361,2023-03-28T11:04:13.361,2023-03-28T10:59:13.361
530,Clerk-000008,Clerk,Check credit history,0.0,0.64,2023-03-28T10:28:39.323,2023-03-28T11:06:57.005,2023-03-28T10:28:39.323
529,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T10:53:49.607,2023-03-28T11:13:49.607,2023-03-28T10:53:49.607
532,Clerk-000006,Clerk,Check application form completeness,0.0,0.23,2023-03-28T11:00:00.000,2023-03-28T11:13:52.693,2023-03-28T11:00:00.000
530,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T11:06:57.005,2023-03-28T11:26:57.005,2023-03-28T11:06:57.005
528,Clerk-000002,Clerk,Cancel application,0.0,0.08,2023-03-28T11:25:54.573,2023-03-28T11:30:54.573,2023-03-28T11:25:54.573
530,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-03-28T11:26:57.005,2023-03-28T11:34:57.852,2023-03-28T11:26:57.005
531,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-28T10:35:16.478,2023-03-28T11:38:53.872,2023-03-28T10:35:16.478
533,Clerk-000004,Clerk,Check application form completeness,0.0,0.27,2023-03-28T11:30:00.000,2023-03-28T11:46:23.823,2023-03-28T11:30:00.000
530,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-03-28T11:34:57.852,2023-03-28T11:54:57.852,2023-03-28T11:34:57.852
531,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T11:38:53.872,2023-03-28T11:58:53.872,2023-03-28T11:38:53.872
533,Clerk-000001,Clerk,Check credit history,0.0,0.28,2023-03-28T11:46:23.823,2023-03-28T12:03:00.887,2023-03-28T11:46:23.823
532,Clerk-000005,Clerk,Check credit history,0.0,0.88,2023-03-28T11:13:52.693,2023-03-28T12:06:26.289,2023-03-28T11:13:52.693
532,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-03-28T11:13:52.693,2023-03-28T12:07:15.643,2023-03-28T11:13:52.693
534,Clerk-000007,Clerk,Check application form completeness,0.0,0.15,2023-03-28T12:00:00.000,2023-03-28T12:08:44.538,2023-03-28T12:00:00.000
533,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-28T11:46:23.823,2023-03-28T12:11:46.450,2023-03-28T11:46:23.823
534,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-28T12:11:46.450,2023-03-28T12:13:48.215,2023-03-28T12:08:44.538
533,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-03-28T11:46:23.823,2023-03-28T12:14:48.830,2023-03-28T11:46:23.823
529,Clerk-000008,Clerk,Reject application,0.0,0.17,2023-03-28T12:13:49.607,2023-03-28T12:23:49.607,2023-03-28T12:13:49.607
532,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-03-28T11:13:52.693,2023-03-28T12:26:46.516,2023-03-28T11:13:52.693
531,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2023-03-28T11:58:53.872,2023-03-28T12:28:16.209,2023-03-28T11:58:53.872
533,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T12:14:48.830,2023-03-28T12:34:48.830,2023-03-28T12:14:48.830
532,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T12:26:46.516,2023-03-28T12:46:46.516,2023-03-28T12:26:46.516
531,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-03-28T12:28:16.209,2023-03-28T12:48:16.209,2023-03-28T12:28:16.209
532,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2023-03-28T12:46:46.516,2023-03-28T12:57:35.518,2023-03-28T12:46:46.516
535,Clerk-000006,Clerk,Check application form completeness,0.0,0.49,2023-03-28T12:30:00.000,2023-03-28T12:59:41.710,2023-03-28T12:30:00.000
530,Clerk-000002,Clerk,Approve application,0.0,0.08,2023-03-28T12:54:57.852,2023-03-28T12:59:57.852,2023-03-28T12:54:57.852
535,Clerk-000004,Clerk,Check credit history,0.0,0.03,2023-03-28T12:59:41.710,2023-03-28T13:01:38.376,2023-03-28T12:59:41.710
533,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2023-03-28T12:34:48.830,2023-03-28T13:03:46.915,2023-03-28T12:34:48.830
536,Clerk-000001,Clerk,Check application form completeness,0.0,0.27,2023-03-28T13:00:00.000,2023-03-28T13:16:08.135,2023-03-28T13:00:00.000
535,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-03-28T12:59:41.710,2023-03-28T13:16:49.021,2023-03-28T12:59:41.710
532,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-03-28T12:57:35.518,2023-03-28T13:17:35.518,2023-03-28T12:57:35.518
536,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-03-28T13:16:08.135,2023-03-28T13:18:06.146,2023-03-28T13:16:08.135
533,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-03-28T13:03:46.915,2023-03-28T13:23:46.915,2023-03-28T13:03:46.915
536,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-03-28T13:16:49.021,2023-03-28T13:24:15.748,2023-03-28T13:16:08.135
537,Clerk-000007,Clerk,Check application form completeness,0.0,0.03,2023-03-28T13:30:00.000,2023-03-28T13:31:38.344,2023-03-28T13:30:00.000
537,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-03-28T13:31:38.344,2023-03-28T13:46:06.652,2023-03-28T13:31:38.344
537,Clerk-000008,Clerk,Check credit history,0.0,0.25,2023-03-28T13:31:38.344,2023-03-28T13:46:53.374,2023-03-28T13:31:38.344
535,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-28T12:59:41.710,2023-03-28T13:47:25.857,2023-03-28T12:59:41.710
534,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-03-28T12:08:44.538,2023-03-28T13:49:23.259,2023-03-28T12:08:44.538
531,Clerk-000006,Clerk,Cancel application,0.0,0.08,2023-03-28T13:48:16.209,2023-03-28T13:53:16.209,2023-03-28T13:48:16.209
537,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-03-28T13:31:38.344,2023-03-28T13:59:59.196,2023-03-28T13:31:38.344
535,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T13:47:25.857,2023-03-28T14:07:25.857,2023-03-28T13:47:25.857
534,Clerk-000003,Clerk,Check credit history,0.0,1.98,2023-03-28T12:08:44.538,2023-03-28T14:07:30.464,2023-03-28T12:08:44.538
538,Clerk-000002,Clerk,Check application form completeness,0.0,0.18,2023-03-28T14:00:00.000,2023-03-28T14:10:48.467,2023-03-28T14:00:00.000
536,Clerk-000005,Clerk,Check credit history,0.0,0.94,2023-03-28T13:16:08.135,2023-03-28T14:12:35.292,2023-03-28T13:16:08.135
537,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T13:59:59.196,2023-03-28T14:19:59.196,2023-03-28T13:59:59.196
532,Clerk-000001,Clerk,Approve application,0.0,0.08,2023-03-28T14:17:35.518,2023-03-28T14:22:35.518,2023-03-28T14:17:35.518
538,Clerk-000004,Clerk,Check credit history,0.0,0.2,2023-03-28T14:10:48.467,2023-03-28T14:22:43.841,2023-03-28T14:10:48.467
534,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T14:07:30.464,2023-03-28T14:27:30.464,2023-03-28T14:07:30.464
533,Clerk-000007,Clerk,Cancel application,0.0,0.08,2023-03-28T14:23:46.915,2023-03-28T14:28:46.915,2023-03-28T14:23:46.915
536,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T14:12:35.292,2023-03-28T14:32:35.292,2023-03-28T14:12:35.292
534,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-03-28T14:27:30.464,2023-03-28T14:32:59.150,2023-03-28T14:27:30.464
538,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-03-28T14:10:48.467,2023-03-28T14:40:11.925,2023-03-28T14:10:48.467
538,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-28T14:10:48.467,2023-03-28T14:43:00.319,2023-03-28T14:10:48.467
534,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-03-28T14:32:59.150,2023-03-28T14:52:59.150,2023-03-28T14:32:59.150
539,Clerk-000008,Clerk,Check application form completeness,0.0,0.4,2023-03-28T14:30:00.000,2023-03-28T14:54:01.684,2023-03-28T14:30:00.000
540,Clerk-000003,Clerk,Check application form completeness,0.0,0.03,2023-03-28T15:00:00.000,2023-03-28T15:01:39.834,2023-03-28T15:00:00.000
538,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T14:43:00.319,2023-03-28T15:03:00.319,2023-03-28T14:43:00.319
539,Clerk-000006,Clerk,Check credit history,0.0,0.19,2023-03-28T14:54:01.684,2023-03-28T15:05:28.745,2023-03-28T14:54:01.684
535,Clerk-000005,Clerk,Reject application,0.0,0.17,2023-03-28T15:07:25.857,2023-03-28T15:17:25.857,2023-03-28T15:07:25.857
540,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-28T15:01:39.834,2023-03-28T15:18:49.230,2023-03-28T15:01:39.834
540,Clerk-000002,Clerk,Check credit history,0.0,0.41,2023-03-28T15:01:39.834,2023-03-28T15:26:25.135,2023-03-28T15:01:39.834
538,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2023-03-28T15:03:00.319,2023-03-28T15:26:52.388,2023-03-28T15:03:00.319
540,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-03-28T15:01:39.834,2023-03-28T15:27:12.039,2023-03-28T15:01:39.834
539,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-03-28T14:54:01.684,2023-03-28T15:28:04.829,2023-03-28T14:54:01.684
537,Clerk-000001,Clerk,Reject application,0.0,0.17,2023-03-28T15:19:59.196,2023-03-28T15:29:59.196,2023-03-28T15:19:59.196
539,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-03-28T14:54:01.684,2023-03-28T15:36:59.157,2023-03-28T14:54:01.684
536,Clerk-000007,Clerk,Reject application,0.0,0.17,2023-03-28T15:32:35.292,2023-03-28T15:42:35.292,2023-03-28T15:32:35.292
538,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-03-28T15:26:52.388,2023-03-28T15:46:52.388,2023-03-28T15:26:52.388
540,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T15:27:12.039,2023-03-28T15:47:12.039,2023-03-28T15:27:12.039
540,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-03-28T15:47:12.039,2023-03-28T15:48:19.281,2023-03-28T15:47:12.039
539,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-03-28T15:36:59.157,2023-03-28T15:56:59.157,2023-03-28T15:36:59.157
534,Clerk-000008,Clerk,Cancel application,0.0,0.08,2023-03-28T15:52:59.150,2023-03-28T15:57:59.150,2023-03-28T15:52:59.150
538,Clerk-000006,Clerk,Cancel application,0.0,0.08,2023-03-29T08:00:00.000,2023-03-29T08:05:00.000,2023-03-28T16:46:52.388
541,Clerk-000004,Clerk,Check application form completeness,0.0,0.59,2023-03-28T15:30:00.000,2023-03-29T08:05:23.253,2023-03-28T15:30:00.000
540,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-03-28T15:48:19.281,2023-03-29T08:08:19.281,2023-03-28T15:48:19.281
539,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2023-03-28T15:56:59.157,2023-03-29T08:09:46.485,2023-03-28T15:56:59.157
541,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-03-29T08:05:23.253,2023-03-29T08:10:12.030,2023-03-29T08:05:23.253
541,Clerk-000005,Clerk,Check credit history,0.0,0.09,2023-03-29T08:05:23.253,2023-03-29T08:11:00.546,2023-03-29T08:05:23.253
541,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-29T08:05:23.253,2023-03-29T08:13:15.240,2023-03-29T08:05:23.253
542,Clerk-000003,Clerk,Check application form completeness,0.0,0.4,2023-03-29T08:00:00.000,2023-03-29T08:24:17.208,2023-03-28T16:00:00.000
542,Clerk-000002,Clerk,Return application back to applicant,0.0,0.08,2023-03-29T08:24:17.208,2023-03-29T08:29:17.208,2023-03-29T08:24:17.208
539,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-03-29T08:09:46.485,2023-03-29T08:29:46.485,2023-03-29T08:09:46.485
541,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-03-29T08:13:15.240,2023-03-29T08:33:15.240,2023-03-29T08:13:15.240
543,Clerk-000001,Clerk,Check application form completeness,0.0,0.17,2023-03-29T08:30:00.000,2023-03-29T08:39:55.835,2023-03-29T08:30:00.000
541,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-03-29T08:33:15.240,2023-03-29T08:46:58.627,2023-03-29T08:33:15.240
543,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-03-29T08:39:55.835,2023-03-29T08:54:59.655,2023-03-29T08:39:55.835
541,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-03-29T08:46:58.627,2023-03-29T09:06:58.627,2023-03-29T08:46:58.627
544,Clerk-000008,Clerk,Check application form completeness,0.0,0.22,2023-03-29T09:00:00.000,2023-03-29T09:13:00.735,2023-03-29T09:00:00.000
540,Clerk-000006,Clerk,Approve application,0.0,0.08,2023-03-29T09:08:19.281,2023-03-29T09:13:19.281,2023-03-29T09:08:19.281
543,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-03-29T08:39:55.835,2023-03-29T09:19:33.724,2023-03-29T08:39:55.835
543,Clerk-000007,Clerk,Check credit history,0.0,0.76,2023-03-29T08:39:55.835,2023-03-29T09:25:24.605,2023-03-29T08:39:55.835
542,Applicant-000001,Applicant,Applicant completes form,0.0,0.0,2023-03-29T08:29:17.208,2023-03-29T09:29:17.208,2023-03-29T08:29:17.208
542,Clerk-000005,Clerk,Check application form completeness,0.0,0.02,2023-03-29T09:29:17.208,2023-03-29T09:30:42.506,2023-03-29T09:29:17.208
544,Clerk-000004,Clerk,Check credit history,0.0,0.33,2023-03-29T09:13:00.735,2023-03-29T09:32:46.345,2023-03-29T09:13:00.735
542,Clerk-000001,Clerk,Check credit history,0.0,0.07,2023-03-29T09:30:42.506,2023-03-29T09:34:45.906,2023-03-29T09:30:42.506
539,Clerk-000003,Clerk,Approve application,0.0,0.08,2023-03-29T09:29:46.485,2023-03-29T09:34:46.485,2023-03-29T09:29:46.485
544,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-29T09:13:00.735,2023-03-29T09:41:31.562,2023-03-29T09:13:00.735
544,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-03-29T09:13:00.735,2023-03-29T09:41:41.501,2023-03-29T09:13:00.735
542,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-03-29T09:30:42.506,2023-03-29T09:42:33.734,2023-03-29T09:30:42.506
543,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-03-29T09:25:24.605,2023-03-29T09:45:24.605,2023-03-29T09:25:24.605
545,Clerk-000002,Clerk,Check application form completeness,0.0,0.3,2023-03-29T09:30:00.000,2023-03-29T09:48:14.085,2023-03-29T09:30:00.000
545,Clerk-000008,Clerk,Check credit history,0.0,0.04,2023-03-29T09:48:14.085,2023-03-29T09:50:33.760,2023-03-29T09:48:14.085
545,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-03-29T09:48:14.085,2023-03-29T09:51:57.693,2023-03-29T09:48:14.085
544,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-03-29T09:41:41.501,2023-03-29T10:01:41.501,2023-03-29T09:41:41.501
546,Clerk-000006,Clerk,Check application form completeness,0.0,0.19,2023-03-29T10:00:00.000,2023-03-29T10:11:13.858,2023-03-29T10:00:00.000
541,Clerk-000007,Clerk,Cancel application,0.0,0.08,2023-03-29T10:06:58.627,2023-03-29T10:11:58.627,2023-03-29T10:06:58.627
546,Clerk-000005,Clerk,Check credit history,0.0,0.13,2023-03-29T10:11:13.858,2023-03-29T10:19:14.177,2023-03-29T10:11:13.858
542,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-03-29T09:30:42.506,2023-03-29T10:20:57.047,2023-03-29T09:30:42.506
547,Clerk-000004,Clerk,Check application form completeness,0.0,0.12,2023-03-29T10:30:00.000,2023-03-29T10:37:15.315,2023-03-29T10:30:00.000
542,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-03-29T10:20:57.047,2023-03-29T10:40:57.047,2023-03-29T10:20:57.047
547,Clerk-000001,Clerk,Return application back to applicant,0.0,0.08,2023-03-29T10:37:15.315,2023-03-29T10:42:15.315,2023-03-29T10:37:15.315
542,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-03-29T10:40:57.047,2023-03-29T10:51:11.182,2023-03-29T10:40:57.047
543,Clerk-000003,Clerk,Reject application,0.0,0.17,2023-03-29T10:45:24.605,2023-03-29T10:55:24.605,2023-03-29T10:45:24.605
